CLUSTER APOGEE_ID RA DEC NO_SIGMAS_RV NO_SIGMAS_PM DIST_CENTER
"NGC 188" 2M00571844+8510288 14.326841 85.174683 1.041769708854964 0.14009128358366085 13.280607325143876
"NGC 188" 2M00572766+8415569 14.365271 84.265816 inf 38.01429168139359 60.91349795488124
"NGC 188" 2M00573719+8452524 14.404981 84.881233 inf 28.71121557912409 25.99786956506184
"NGC 188" 2M00574808+8425171 14.450358 84.421417 inf 8.618924790939564 51.93125326226222
"NGC 188" 2M00580131+8432054 14.505461 84.534859 inf 21.76066844902215 45.459125786295886
"NGC 188" 2M00581608+8528569 14.567 85.482498 inf 24.95427624377144 18.942608954803653
"NGC 188" 2M00581691+8540183 14.570475 85.671761 1.0787184779902161 0.4376466274307087 28.123529948263474
"NGC 188" 2M00583987+8412386 14.666164 84.210724 3.1910350667266667 25.56876586051696 64.52646231615081
"NGC 188" 2M00591266+8529340 14.802767 85.492805 inf 32.96015342362439 20.17211797067972
"NGC 188" 2M00592373+8555138 14.848882 85.920509 inf 14.47860913968316 42.23952476424225
"NGC 188" 2M00593629+8549520 14.90122 85.831131 inf inf 37.35895116297926
"NGC 188" 2M00594531+8605320 14.9388 86.092224 inf inf 52.11698755818593
"NGC 188" 2M00595090+8450392 14.962098 84.844238 inf 6.671794982010836 29.427240345392633
"NGC 188" 2M01000043+8600064 15.001821 86.001793 inf 9.527063242241105 47.04403285357793
"NGC 188" 2M01003483+8503198 15.145128 85.055527 0.6059763637592112 0.08198603767851567 20.523244596594623
"NGC 188" 2M01012824+8456243 15.36767 84.940094 32.941204264068816 33.21799791561007 26.100116188822618
"NGC 188" 2M01013134+8424428 15.380584 84.411896 inf inf 54.03459721326679
"NGC 188" 2M01013538+8515100 15.397435 85.2528 inf 1.9580037979000757 17.587570915309627
"NGC 188" 2M01014411+8439078 15.433821 84.652191 inf 3.283368185175989 40.79075843389165
"NGC 188" 2M01015206+8506329 15.466934 85.109154 0.8994318829947523 0.18028925303042134 20.196136439595342
"NGC 188" 2M01025280+8517563 15.720014 85.298973 0.5841768769157551 0.32786738246035224 19.275350770281488
"NGC 188" 2M01025572+8557420 15.732182 85.961685 inf 31.64700872837252 45.966200829632584
"NGC 188" 2M01044930+8455570 16.205427 84.932503 inf 4.415998772203564 29.53461513676745
"NGC 188" 2M01051495+8448210 16.312305 84.80584 inf 10.397966731396512 35.52420998936314
"NGC 188" 2M01051808+8618554 16.325345 86.315399 inf 3.795006149882184 66.55869377692632
"NGC 188" 2M01052520+8414588 16.355003 84.24968 inf "" 65.13726243993084
"NGC 188" 2M01053393+8435014 16.391401 84.583725 inf 20.886919530620247 46.912454940619256
"NGC 188" 2M01054356+8514412 16.431531 85.244789 inf 34.81675813039006 22.74494483937377
"NGC 188" 2M01070012+8603063 16.750537 86.051765 inf 21.6570974539468 52.69187976492947
"NGC 188" 2M01073945+8437513 16.914401 84.630943 inf 4.210494454328525 45.99186426990022
"NGC 188" 2M01075034+8418207 16.959753 84.305763 12.464924322341934 inf 63.3545880829954
"NGC 188" 2M01083610+8504122 17.150426 85.070061 12.550632002729639 9.276452190066433 28.99170182705112
"NGC 188" 2M01094190+8612302 17.42461 86.208412 32.65258922442385 inf 62.310922336592405
"NGC 188" 2M01111089+8517361 17.795385 85.293381 inf 14.507043209205262 29.445079886280173
"NGC 188" 2M01113492+8453173 17.895517 84.888153 8.383845509542022 15.717278344752952 38.10651462952488
"NGC 188" 2M01122854+8548506 18.118921 85.814072 inf 30.027184719936724 44.46684161281051
"NGC 188" 2M01131410+8445347 18.308791 84.759659 4.447815339229433 18.480833031405513 44.893441410152796
"NGC 188" 2M01141288+8439446 18.553702 84.662399 3.5968382327839397 8.598267207299907 50.06382303773869
"NGC 188" 2M01142717+8541296 18.613237 85.691582 27.339256005877214 13.979661119964598 41.314630240268556
"NGC 188" 2M01143913+8612189 18.663053 86.205254 inf inf 64.52203897819878
"NGC 188" 2M01145593+8426391 18.733044 84.444199 inf 17.10497320802746 61.069967006883694
"NGC 188" 2M01150784+8504194 18.782691 85.072067 inf 7.389393986928737 36.70201593392935
"NGC 188" 2M01171071+8555426 19.294665 85.928513 inf inf 52.93122981761401
"NGC 188" 2M01174257+8539107 19.42741 85.652992 inf 3.423768205341392 43.16015719546324
"NGC 188" 2M01174735+8428416 19.447333 84.478226 inf inf 61.82368868409797
"NGC 188" 2M01183133+8544524 19.630573 85.747894 inf 7.671766822874324 46.985363213579376
"NGC 188" 2M01190408+8551429 19.767013 85.861923 inf inf 51.66471966144426
"NGC 188" 2M01191734+8610164 19.82228 86.171249 15.012726350656425 4.987657613380803 65.44058882718326
"NGC 188" 2M01201383+8434028 20.057642 84.567467 inf 2.2579041244605573 59.96721524691386
"NGC 188" 2M01204295+8602414 20.17899 86.044853 inf 26.785365364364683 60.55334166507785
"NGC 188" 2M01214291+8604187 20.428804 86.071869 inf 23.5391913740307 62.44271592546595
"NGC 188" 2M01252414+8447147 21.350588 84.78743 inf inf 56.75830678895015
"NGC 188" 2M01253595+8531372 21.399795 85.527016 inf 9.162568241280471 48.76071858167783
"NGC 188" 2M01255590+8455014 21.482948 84.917076 inf 5.03973547926031 53.400378928075384
"NGC 188" 2M01260383+8551218 21.515971 85.856056 29.63538374202555 inf 57.48464300486843
"NGC 188" 2M01260457+8514141 21.519064 85.237274 1.5759824481490472 8.124113266334158 48.01353602884354
"NGC 188" 2M01274162+8435576 21.923431 84.599335 inf inf 66.19973787124201
"NGC 188" 2M01290891+8459173 22.287144 84.988159 inf inf 55.50107238472576
"NGC 188" 2M01325782+8515202 23.240924 85.25563 inf 24.3962019690191 56.41892233995561
"NGC 188" 2M01370871+8548409 24.286306 85.811386 inf inf 66.80528885250034
"NGC 188" 2M01402244+8512406 25.093513 85.211288 inf 14.77908555342293 65.91767063294613
"NGC 188" 2M01410588+8532485 25.274521 85.546806 inf 21.723996409191077 66.7230216939751
"IC 166" 2M01482898+6156525 27.120787 61.947926 7.907519665646902 4.657493558528395 27.958394530137863
"IC 166" 2M01484850+6205173 27.202121 62.088158 14.536532567134543 4.19270042675014 28.50413136120054
"IC 166" 2M01493577+6141119 27.399079 61.686665 14.26100378170852 5.543180011102746 22.433715055260535
"IC 166" 2M01494596+6143582 27.441537 61.732838 15.083712493851744 2.11118165305873 20.129058489543784
"IC 166" 2M01495289+6142216 27.470381 61.706005 37.45075976535997 3.573940834788129 20.097267044161327
"IC 166" 2M01500135+6202078 27.505634 62.035515 5.268959168364039 4.5653368120509645 19.51988113756781
"IC 166" 2M01502813+6133560 27.617224 61.565567 3.735879072789045 3.0707972251484947 22.4952893929849
"IC 166" 2M01503014+6148068 27.625611 61.801907 17.520010191378447 6.189738875231519 13.799644236675665
"IC 166" 2M01503155+6216146 27.631479 62.270725 29.411924742447273 7.82444060111669 27.62055028556557
"IC 166" 2M01504898+6214352 27.704109 62.243134 32.064178582429214 3.7124974001978277 25.221626001123486
"IC 166" 2M01505458+6138397 27.72745 61.644363 9.749323902552216 3.620481123795808 16.82953239198362
"IC 166" 2M01510542+6132106 27.772607 61.536301 0.32208389614346394 6.439061050591252 21.7227645869757
"IC 166" 2M01511388+6206459 27.807859 62.112774 19.80706414435309 1.6777958294337258 16.935978337464206
"IC 166" 2M01511638+6138482 27.818264 61.646732 24.844479274717262 2.5700089070842433 15.244964744763037
"IC 166" 2M01513603+6138099 27.900141 61.636101 34.50334611791568 4.470128364496325 14.780369731351565
"IC 166" 2M01514975+6150556 27.957296 61.848778 0.47412696573268104 0.007583368114298781 3.994398678043851
"IC 166" 2M01515473+6148552 27.978044 61.815334 0.4349472271403771 0.14168594503118362 4.4275473598324675
"IC 166" 2M01520006+6153008 28.00029 61.883556 0.2686133868456788 0.15858971533243743 2.892870721509302
"IC 166" 2M01520057+6129042 28.002409 61.484505 22.250308922543272 2.3151654348269792 22.958091491248098
"IC 166" 2M01520137+6159477 28.005736 61.996597 0.27071890833439255 4.142828675681408 8.303229649755156
"IC 166" 2M01520209+6147453 28.008719 61.795929 0.5774971172485469 0.4017216207423426 4.783739469737814
"IC 166" 2M01520770+6150058 28.032106 61.834946 0.4630881912224861 0.40812984860238083 2.506308854805295
"IC 166" 2M01521347+6152558 28.056156 61.882183 2.436402326661332 0.3462833533439305 1.508573164657114
"IC 166" 2M01521509+6151407 28.062883 61.861309 0.15865412524330555 0.07355967442741546 0.9131308890244014
"IC 166" 2M01522040+6211551 28.085031 62.19865 10.051204567327165 1.5402987809956499 20.04208742840174
"IC 166" 2M01522060+6150364 28.085842 61.843445 1.939058754811108 0.1739523912180632 1.2946378047249714
"IC 166" 2M01522077+6153186 28.086575 61.888523 1.8336463691576335 0.08328743922050605 1.4496090350988176
"IC 166" 2M01522289+6148493 28.095381 61.813721 0.33127273269825686 0.0910959041843452 3.0555096094467102
"IC 166" 2M01522357+6154011 28.098241 61.900307 0.2608120805726057 0.037188101462815364 2.1425814129612837
"IC 166" 2M01522953+6151427 28.123055 61.861885 0.5395465369298614 0.07175181574739026 0.8283251447118118
"IC 166" 2M01523292+6123564 28.137192 61.399006 12.823141863186013 6.979763785008006 27.964931723586375
"IC 166" 2M01523324+6152050 28.138523 61.868073 1.0799474915072365 0.32436140103257166 1.2659817485786027
"IC 166" 2M01523388+6149126 28.141171 61.820168 0.43981297397369395 0.42989276081004785 2.9794439585820824
"IC 166" 2M01523513+6154318 28.146393 61.908844 0.6831650864353332 0.1147649160728236 3.0325668274376114
"IC 166" 2M01524136+6151507 28.172348 61.864094 0.9791915944178201 0.3429357701970959 2.2065108234884865
"IC 166" 2M01524515+6153369 28.188128 61.893585 0.16426966058950648 0.1480704094651619 3.1694715747841404
"IC 166" 2M01525074+6145411 28.211422 61.76144 0.5079467525120969 0.1769928977593074 7.024855545385781
"IC 166" 2M01525543+6148504 28.230962 61.814007 0.757965790369513 0.21877259430089313 4.918415262339106
"IC 166" 2M01525599+6123417 28.233302 61.39492 inf 1.8877169460464274 28.46039479316287
"IC 166" 2M01530168+6207280 28.257018 62.124447 9.559285451705378 2.2576803985658556 16.247730007612393
"IC 166" 2M01530178+6129100 28.257456 61.486115 12.736679170930966 3.0898750106318813 23.181389898700083
"IC 166" 2M01531358+6151269 28.306619 61.857491 33.14000026387771 3.0232762195628733 6.021236179566591
"IC 166" 2M01531721+6159383 28.321734 61.993988 inf 2.108594139283954 10.071479695972588
"IC 166" 2M01533801+6142438 28.40841 61.712181 inf 3.3209623752099713 12.767994714736076
"IC 166" 2M01542569+6201356 28.60707 62.026581 10.171358037530526 6.567342877375567 17.427422483163873
"IC 166" 2M01544522+6209111 28.688443 62.153095 0.24270695308338378 4.917226782192401 24.070513259639245
"IC 166" 2M01544547+6151187 28.689492 61.855213 inf 4.018851557941327 16.85002622921948
"IC 166" 2M01545957+6201265 28.748245 62.024052 35.701239363131826 1.151344428658921 20.78355936415749
"IC 166" 2M01550570+6156569 28.773777 61.949142 24.82093638010588 2.422829568862237 19.854296315033892
"IC 166" 2M01551667+6141148 28.819481 61.687462 18.48155438976087 2.183764475754498 23.159089269226264
"IC 166" 2M01553100+6207111 28.87919 62.119774 11.322732645554975 3.1417264886887097 26.89394110260575
"IC 166" 2M01554974+6152150 28.957251 61.870857 25.614851858439994 0.8044078395351824 24.413985178280804
"IC 166" 2M01555686+6156020 28.986917 61.933895 11.412814964282667 10.71784598414819 25.564314024589166
"SAI 16" 2M02050543+6209266 31.272648 62.157406 4.344691308946698 1.732181583089124 7.573696563358505
"SAI 16" 2M02050691+6217075 31.278804 62.285427 0.1683930135560982 0.20555123739204018 3.9326848117261965
"SAI 16" 2M02051021+6218232 31.292549 62.30645 0.7491367854717245 0.8813164499385374 4.166478286965342
"SAI 16" 2M02051634+6215266 31.318124 62.257408 3.599891899591138 0.6763617704490641 2.690441521098588
"SAI 16" 2M02052668+6213178 31.361168 62.221619 0.9337930033236719 0.6770520999079436 2.9971716523934626
"SAI 16" 2M02053040+6215253 31.376687 62.25703 0.9491065180373277 0.11603887250029316 1.1291650943517577
"SAI 16" 2M02053891+6217151 31.412163 62.287548 2.001984467638696 0.9975739912326648 1.3309022444580882
"SAI 16" 2M02054088+6215458 31.420358 62.262726 0.05561359180391564 0.22218261093697095 0.2610088789340923
"SAI 16" 2M02055124+6215396 31.463539 62.261024 1.2966182673156197 1.1476191118414607 1.4369706493447656
"SAI 16" 2M02062560+6216014 31.6067 62.267082 1.1090084813077943 1.8857316008635563 5.411271486129533
"SAI 16" 2M02063910+6223594 31.662933 62.399841 3.719576703347285 3.4834146109237603 10.658754559514225
"SAI 16" 2M02064012+6222385 31.667206 62.377365 3.8325555396038964 0.3299254220662896 9.766094332352166
"MELOTTE 20" 2M02544201+5205003 43.675045 52.083435 2.367177620546448 7.3136878164333305 363.3501797274785
"MELOTTE 20" 2M02544248+5200195 43.677017 52.005428 19.105967276911556 2.8888914813032396 360.9930125146798
"MELOTTE 20" 2M02544495+5206446 43.687295 52.112408 35.998503061652684 1.4119835395329914 363.8224008633138
"MELOTTE 20" 2M02544839+5204531 43.701649 52.08144 inf 1.4818171968597011 362.43882506562835
"MELOTTE 20" 2M02551114+5210428 43.796444 52.178581 inf 1.9089939329534036 362.3667945408253
"MELOTTE 20" 2M02553027+5211138 43.876145 52.187176 31.455463925269054 2.6460105325493375 360.12164593458533
"MELOTTE 20" 2M02560651+4548495 44.027131 45.813774 17.294175936134106 4.526440140803598 358.82244010040336
"MELOTTE 20" 2M02561181+5224505 44.049234 52.414047 inf 1.4124551013462894 362.0813097379472
"MELOTTE 20" 2M02561463+5224551 44.060969 52.415318 inf 3.6564963447512477 361.76675492937756
"MELOTTE 20" 2M02561953+5226035 44.081393 52.434315 22.249717947250726 5.825722172402629 361.7828199169108
"MELOTTE 20" 2M02562782+4541243 44.115939 45.690086 inf 0.6319797720123344 359.7945376900201
"MELOTTE 20" 2M02563130+4545551 44.130418 45.765308 4.374058751697618 1.2152441968806726 356.7869031056078
"MELOTTE 20" 2M02563850+4537204 44.160419 45.622337 inf 0.8054273347575692 360.5436665119837
"MELOTTE 20" 2M02564530+4531278 44.188777 45.524403 32.20536852214843 4.807618708823455 362.9431867066197
"MELOTTE 20" 2M02565337+4559510 44.222407 45.997505 inf 0.8645019756855016 346.04542731225405
"MELOTTE 20" 2M02565348+5239078 44.222864 52.652191 1.8486466168226319 1.2836479034895083 365.09317493209727
"MELOTTE 20" 2M02570216+4528452 44.259029 45.479248 8.233193932029897 0.6430472991287625 362.12888591349355
"MELOTTE 20" 2M02570454+4522544 44.268926 45.381783 21.415891131334075 11.972759391482507 365.2660153335431
"MELOTTE 20" 2M02570725+4555218 44.28024 45.922729 38.36929832669325 0.6305168859936993 346.3919170832818
"MELOTTE 20" 2M02571516+4547440 44.313192 45.795574 11.564844597929339 3.794805541546297 349.4096349494525
"MELOTTE 20" 2M02572037+4522566 44.334887 45.382416 inf 3.320145274782492 363.0207257724997
"MELOTTE 20" 2M02572243+4541531 44.343499 45.698097 29.333594258720705 2.0141834767208326 351.64303031386936
"MELOTTE 20" 2M02572471+4517123 44.352979 45.286751 15.211840841390691 14.199643532636822 365.9015492938102
"MELOTTE 20" 2M02572762+4557458 44.365099 45.962723 inf 1.2271258918732701 342.1164826594255
"MELOTTE 20" 2M02573164+4533389 44.381853 45.560822 31.813631418159787 5.783707542869082 355.07592529568046
"MELOTTE 20" 2M02573320+4551184 44.38837 45.855137 inf 0.3089465999749906 344.8142164638225
"MELOTTE 20" 2M02573385+4522367 44.391082 45.376888 30.35877584046932 2.548627251448612 361.3328902382657
"MELOTTE 20" 2M02574489+4600535 44.437071 46.014877 34.455740682314556 4.197891406122774 337.90701104243084
"MELOTTE 20" 2M02574760+4514284 44.448356 45.241234 23.27092324218252 1.4337055632674205 364.4188947163622
"MELOTTE 20" 2M02574906+4546170 44.45442 45.7714 31.536732770411895 1.682867991174035 345.3240703276468
"MELOTTE 20" 2M02574934+4553291 44.455616 45.891441 inf 1.0071864654952525 341.26985588363556
"MELOTTE 20" 2M02575733+4536188 44.488877 45.605225 inf 0.6564045311097293 349.87243714482423
"MELOTTE 20" 2M02575842+4532312 44.493455 45.542007 inf 1.2130366621522686 351.9497908328712
"MELOTTE 20" 2M02580009+4549030 44.500398 45.817513 inf 1.8307969306393452 342.1773233667061
"MELOTTE 20" 2M02580222+4514540 44.509252 45.248352 37.45972092456489 1.2155244044897333 362.14039259675695
"MELOTTE 20" 2M02580825+4533287 44.534412 45.557983 inf 3.4164322053686327 349.9954897825613
"MELOTTE 20" 2M02580881+4548266 44.536736 45.807415 inf 2.465676283604179 341.2614228162374
"MELOTTE 20" 2M02580920+4534543 44.538356 45.581764 inf 0.7534287762823494 349.01833982732995
"MELOTTE 20" 2M02581426+4530526 44.559442 45.514629 inf 3.5055411973771635 350.69910493790724
"MELOTTE 20" 2M02581835+4509262 44.57647 45.157299 inf 0.8488780841501237 363.37624998060215
"MELOTTE 20" 2M02582850+4510064 44.618791 45.168449 inf 1.2579638034568483 361.569654479396
"MELOTTE 20" 2M02583569+4532239 44.648732 45.539993 inf 3.5998260460172684 346.78226142748997
"MELOTTE 20" 2M02584231+4528560 44.676317 45.482246 36.73712132376638 15.617227230502444 347.9492131199605
"MELOTTE 20" 2M02584328+4558589 44.680347 45.983032 1.6773486778757738 2.0166679993024914 330.4153785132481
"MELOTTE 20" 2M02584636+4602233 44.69318 46.039825 22.76880795463456 4.1795669209561375 328.107963146759
"MELOTTE 20" 2M02584702+4607161 44.695945 46.121155 inf 0.3935664312532408 325.39002090847373
"MELOTTE 20" 2M02584976+4514183 44.707351 45.23843 inf 0.9811506983917967 356.01028580359747
"MELOTTE 20" 2M02585836+4535549 44.743197 45.59861 inf 3.077146787014986 341.4984392717076
"MELOTTE 20" 2M02590430+4554278 44.767939 45.907738 inf 2.8771090615427335 329.8880487078716
"MELOTTE 20" 2M02590567+4554033 44.773633 45.900932 19.91978436181656 2.086839931347331 329.92154198079345
"MELOTTE 20" 2M02590697+4458530 44.779061 44.9814 22.842015390474423 1.2771664448042501 363.703853172451
"MELOTTE 20" 2M02591240+4527255 44.801703 45.457104 13.401195473420847 0.726738890908403 344.6993772417749
"MELOTTE 20" 2M02592289+4606393 44.845387 46.110935 inf 6.790206508359208 320.4715798058075
"MELOTTE 20" 2M02592427+4557349 44.851145 45.959721 inf 1.2064121139519526 325.26376269795867
"MELOTTE 20" 2M02592445+4601114 44.851911 46.019852 inf 0.8349364528618163 323.23019330927355
"MELOTTE 20" 2M02592663+4554339 44.860984 45.909439 inf 0.6454630782262101 326.62459767390243
"MELOTTE 20" 2M02593107+4457246 44.879487 44.956852 12.723544062568141 2.403788510091657 361.5059157499536
"MELOTTE 20" 2M02593150+5309129 44.881265 53.153606 inf 1.0091319379528834 365.88332524286375
"MELOTTE 20" 2M02593343+4519135 44.889293 45.320435 inf 5.217015217151758 346.9515369117591
"MELOTTE 20" 2M02593349+4534035 44.889568 45.567646 9.407775361610865 2.6684092342856354 337.7168412105451
"MELOTTE 20" 2M02593699+4509453 44.904135 45.162586 10.728837385128069 10.341486131707647 352.56498618825503
"MELOTTE 20" 2M02593727+4555194 44.905322 45.922066 inf 1.6568555293622245 324.6705866137045
